92,94
92,95
92,100
92,101
92,105
92,108
92,109
92,113
92,114
92,117
92,118
92,122
92,123
92,124
92,127
92,128
92,132
92,133
92,134
92,137
92,138
92,142
92,145
92,146
92,150
92,151
94,93
94,100
94,101
95,93
95,94
95,101
100,93
100,105
101,93
101,100
101,109
105,100
105,108
105,109
108,93
108,113
109,93
109,108
109,118
113,108
113,114
114,108
114,117
114,118
117,93
117,122
118,93
118,117
118,128
122,117
122,123
123,117
123,124
124,93
124,117
124,127
124,128
127,93
127,132
128,93
128,127
128,138
132,127
132,133
133,93
133,127
133,134
134,93
134,127
134,137
134,138
137,93
137,142
138,93
138,137
138,146
142,137
142,145
142,146
145,93
145,150
146,93
146,145
150,145
150,151
151,93
151,145
