2,3
2,4
2,5
2,6
2,9
2,10
2,12
2,13
2,16
2,17
2,18
2,19
2,20
2,21
2,23
2,25
2,26
2,29
2,31
2,32
2,33
2,35
2,37
2,38
2,39
2,43
2,45
2,46
2,47
2,48
2,49
2,51
2,52
2,54
2,55
2,61
2,64
2,66
2,67
2,68
2,69
2,71
2,72
2,73
2,76
2,77
2,78
2,79
2,81
2,82
2,84
2,85
2,90
2,94
2,96
2,99
2,101
2,102
2,103
2,104
2,105
2,106
2,107
2,109
2,111
2,113
2,116
2,117
2,121
2,125
2,127
2,131
2,134
2,135
2,136
2,139
2,141
2,142
2,143
2,144
3,12
3,142
4,2
4,17
4,31
4,39
4,43
4,67
4,105
4,134
5,31
5,134
6,2
6,31
6,103
6,136
9,2
9,13
9,31
10,2
10,20
10,25
10,31
10,39
10,61
10,68
12,2
12,13
12,31
12,37
12,142
13,2
13,12
13,31
13,37
13,142
16,2
16,17
16,18
16,19
16,25
16,26
16,29
16,31
16,32
16,33
16,35
16,37
16,38
17,2
17,18
18,2
18,19
18,20
18,23
18,25
18,73
19,2
19,20
19,21
19,23
19,26
20,21
20,25
21,2
21,23
23,2
23,18
23,25
23,26
23,73
25,2
25,20
25,26
25,31
25,39
25,61
25,68
26,2
26,16
26,17
26,31
26,39
26,43
26,67
26,105
26,134
26,135
29,2
29,31
31,2
31,13
31,37
32,31
32,33
33,16
33,21
33,26
33,31
33,32
33,43
33,66
33,73
33,96
33,134
33,135
33,139
37,2
37,12
37,31
37,38
37,46
37,76
37,142
38,2
38,31
38,39
38,43
38,45
38,64
39,2
39,17
39,20
39,25
39,31
39,43
39,61
39,67
39,68
39,105
39,134
43,2
43,21
43,26
43,31
43,32
43,45
43,46
43,55
43,61
43,134
43,139
45,2
45,31
45,43
45,46
45,47
45,48
45,49
45,61
45,139
46,48
47,12
47,142
48,2
48,17
48,31
48,39
48,43
48,49
48,51
48,55
48,67
48,105
48,134
49,2
49,51
49,52
49,54
51,2
51,17
51,31
51,39
51,43
51,52
51,54
51,67
51,81
51,84
51,105
51,134
52,2
52,13
52,31
54,2
54,13
54,31
54,51
54,55
54,81
54,84
55,2
55,17
55,31
55,39
55,43
55,67
55,105
55,134
61,2
61,17
61,20
61,25
61,31
61,39
61,43
61,67
61,68
61,105
61,134
64,2
64,31
64,66
64,67
64,68
64,69
64,90
64,94
64,96
64,99
64,101
64,102
64,103
64,104
64,105
64,116
64,125
64,131
66,2
66,31
66,67
67,2
67,21
67,26
67,31
67,32
67,68
67,69
67,71
67,85
67,134
67,139
68,2
68,20
68,25
68,31
68,39
68,61
68,71
68,76
69,2
69,31
69,71
69,72
69,73
69,76
69,77
69,78
69,79
71,2
71,72
72,2
72,73
73,2
73,16
73,17
73,18
73,31
73,39
73,43
73,67
73,105
73,134
73,135
76,78
77,12
77,142
78,2
78,17
78,31
78,39
78,43
78,67
78,79
78,81
78,85
78,105
78,134
79,2
79,81
79,82
79,84
81,2
81,17
81,31
81,39
81,43
81,51
81,54
81,67
81,82
81,84
81,105
81,134
82,2
82,13
82,31
84,2
84,13
84,31
84,51
84,54
84,81
84,85
85,2
85,17
85,31
85,39
85,43
85,67
85,105
85,134
90,2
90,20
90,25
90,31
90,39
90,61
90,68
94,2
94,96
94,99
96,2
96,103
96,116
99,2
99,101
99,103
101,2
101,31
101,102
102,2
102,31
102,105
102,107
103,2
103,31
103,104
103,105
103,111
103,116
103,136
104,2
104,31
104,113
105,2
105,31
105,106
105,131
105,134
106,2
106,105
106,107
106,131
106,134
107,2
107,105
107,131
107,134
111,2
111,116
113,2
113,31
113,104
116,2
116,16
116,31
116,94
116,96
116,135
125,2
125,127
127,2
127,31
131,17
131,31
131,39
131,43
131,67
131,105
131,134
134,2
134,139
134,141
135,2
135,134
136,2
136,134
139,2
139,141
141,2
141,142
142,2
142,144
143,2
144,2
