64,66
64,68
64,69
64,71
64,72
64,74
64,76
64,85
64,99
64,101
64,120
64,121
64,122
64,124
64,125
64,126
64,129
64,131
64,133
64,142
64,178
64,182
64,187
64,188
64,189
64,190
64,192
64,194
64,204
64,206
64,207
64,208
64,210
64,211
64,212
64,216
64,217
64,219
64,220
64,221
64,223
64,224
64,225
64,227
64,228
64,229
64,230
64,240
64,242
64,243
64,244
64,254
64,256
64,257
64,259
64,260
64,262
66,68
66,69
66,71
66,72
66,263
68,69
68,71
68,72
68,74
68,76
68,85
68,101
68,133
68,142
68,192
68,194
68,204
68,207
68,211
68,230
68,244
68,263
69,71
69,72
69,74
69,76
69,85
69,101
69,133
69,142
69,192
69,194
69,204
69,207
69,211
69,230
69,244
69,263
71,72
71,74
71,76
71,85
71,101
71,133
71,142
71,192
71,194
71,204
71,207
71,211
71,230
71,244
71,263
72,74
72,75
72,76
72,85
72,101
72,128
72,129
72,131
72,133
72,142
72,176
72,178
72,263
74,75
74,76
74,85
74,101
74,133
74,142
74,192
74,194
74,204
74,207
74,211
74,230
74,244
74,263
75,76
75,121
75,263
76,85
76,101
76,133
76,142
76,192
76,194
76,204
76,207
76,211
76,230
76,244
76,263
85,101
85,131
85,133
85,142
85,192
85,194
85,204
85,207
85,211
85,230
85,244
85,263
99,85
99,263
101,128
101,133
101,142
101,192
101,194
101,204
101,207
101,211
101,230
101,244
101,263
120,121
121,122
121,125
121,263
122,126
122,263
124,125
124,263
125,126
125,128
125,263
126,129
126,133
126,142
126,192
126,194
126,204
126,207
126,211
126,230
126,244
126,263
128,129
128,193
128,263
129,131
129,178
129,263
131,133
131,142
131,176
131,192
131,194
131,204
131,207
131,211
131,230
131,244
131,263
133,142
133,192
133,194
133,204
133,207
133,211
133,230
133,244
133,263
135,133
135,263
142,176
142,192
142,194
142,204
142,207
142,211
142,230
142,244
142,263
176,178
176,263
178,181
178,182
178,263
181,182
181,263
182,185
182,190
182,192
182,193
182,194
182,202
182,204
182,206
182,263
185,190
185,206
185,263
187,188
188,189
188,263
189,190
189,263
190,192
190,194
190,202
190,204
190,207
190,211
190,230
190,244
190,263
192,193
192,194
192,204
192,207
192,211
192,230
192,244
192,263
193,194
193,224
193,263
194,202
194,204
194,207
194,211
194,230
194,244
194,263
202,206
202,263
204,206
204,207
204,211
204,230
204,244
204,263
206,207
206,208
206,210
206,263
207,208
207,211
207,230
207,244
207,263
208,210
208,263
210,211
210,212
210,214
210,230
210,244
210,262
210,263
211,212
211,230
211,244
211,263
212,214
212,263
214,262
214,263
216,217
217,230
217,244
217,256
217,263
219,221
219,263
220,221
220,263
221,230
221,244
221,257
221,263
223,224
223,263
224,225
224,263
225,230
225,240
225,259
227,228
227,263
228,229
228,263
229,230
229,243
230,240
230,244
230,263
240,244
240,254
240,263
242,243
242,263
243,244
243,263
244,254
244,263
254,260
254,263
256,257
256,263
257,259
257,263
259,260
259,263
260,262
260,263
262,263
