,x_0,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14,x_15
423,4.9655056,-0.23501325,0.10243322,0.03987383,-0.21004541,0.1308971,-0.2598971,0.22002119,-0.007396573,-0.3596756,0.031584304,0.14354776,-0.046090756,-0.01640773,0.030479537,0.09233427
424,4.9988074,-0.21423687,-0.030728005,-0.117562495,-0.18494007,0.00075742794,-0.24244486,0.28653255,-0.018247487,-0.33368528,0.03261712,0.24326657,-0.125206,-0.13191982,-0.062353045,0.13275166
425,4.99026,-0.20175314,0.11310074,0.05373315,-0.13725881,0.11785262,-0.023574116,0.29705366,-0.07540948,-0.37136638,0.044299908,0.16985108,0.0039763884,0.032261323,-0.00025074318,0.040277794
426,4.893558,-0.3603429,0.05290761,0.043139186,-0.21691826,0.09316967,-0.111347534,0.16747607,0.12215064,-0.31246066,0.030053405,0.14288561,-0.055640634,0.015224721,-0.019612769,-0.066076465
428,4.913692,-0.38347417,0.07864118,0.06401365,-0.15194955,-0.04163448,0.04129948,-0.042692665,0.2075436,-0.13507281,-0.062314358,0.10166895,-0.055604834,-0.06530921,-0.12148958,-0.012547494
429,4.954514,-0.23767388,0.06586228,0.10072326,-0.14079656,0.07128063,-0.0936919,0.21264233,0.08110987,-0.24863411,-0.060737282,0.22480634,-0.042389072,-0.13268791,-0.038711313,0.22857289
430,4.954688,-0.3190824,0.053251125,0.17338708,-0.12966344,0.16542798,0.16759911,0.052589316,0.16420865,-0.2078582,0.0005687453,0.000763021,-0.08276375,-0.03839998,-0.07016378,0.17698029
431,4.909842,-0.35692,0.051266667,0.111180395,-0.124501765,0.05730311,0.065997824,-0.115730755,0.18054423,-0.18258092,-0.0501908,0.07786588,-0.012148229,0.013762096,0.0144592,0.14201672
432,4.8811135,-0.38095275,0.102091454,0.08617403,-0.23236693,0.017733034,-0.0018903192,-0.14272371,0.2494386,-0.09520901,-0.06837234,0.12514603,-0.027598336,-0.047484867,-0.09234945,0.061856404
434,4.971817,-0.25791788,0.120888755,0.13905057,-0.07466566,0.06899325,0.13375813,-0.25652704,0.14993723,-0.1616327,0.024079023,-0.029024461,-0.04826273,0.07766382,0.1711362,0.10418224
435,4.887635,-0.40880603,0.075457,0.107338846,-0.25651595,0.08268731,-0.01577829,-0.052197598,0.2029053,-0.18195184,0.071839795,0.12890883,-0.033807624,0.043063246,-0.012083939,-0.037815765
436,4.9246264,-0.26144424,0.114130914,0.09244991,-0.28958955,0.04449029,0.025342694,-0.13299957,0.26113203,-0.1490041,0.067126706,0.15928823,-0.03196995,0.0048889844,0.023978965,0.10755529
438,4.87231,-0.4113513,0.09481279,0.07573322,-0.26042,0.093264565,-0.012877775,-0.013453578,0.20654804,-0.18216816,0.03751754,0.057686184,-0.076567255,-0.04406998,-0.05718521,0.025857838
440,4.9376144,-0.27672678,0.16277805,0.1584056,-0.12495155,-0.11931868,0.067860916,-0.05406208,0.22549173,-0.05524305,0.0024029545,0.18029864,-0.11129988,-0.014800753,0.03493356,0.0074205515
441,4.8899584,-0.41387868,0.02609467,0.09049995,-0.24200942,0.0276987,0.16818523,-0.20421022,0.15901141,-0.17528443,-0.04434147,0.108987406,-0.13462749,-0.009146513,-0.09894283,-0.044999212
443,4.9995456,-0.22497316,0.094140425,0.0068476927,0.023863696,-0.10460237,0.007871622,-0.18086477,0.2887912,-0.07674614,-0.063739434,0.16076231,-0.05025114,-0.05312713,-0.030972574,0.022463195
444,4.904402,-0.38362673,0.086911075,0.01665231,-0.21801296,0.0543184,-0.02097262,-0.11688248,0.19949523,-0.2046945,-0.083372705,0.14668891,-0.113464214,-0.09855808,-0.080747664,-0.00016552112
446,4.9723268,-0.24886385,0.037681088,-0.068321496,-0.04417723,-0.060009304,0.043810412,-0.2691236,0.1878145,-0.17093621,-0.07517419,0.06657992,-0.07299513,-0.11888815,-0.13818192,-0.0083600385
447,4.9840703,-0.22277047,0.10220647,-0.20878272,-0.10782505,-0.09338472,-0.006393341,-0.19545841,0.19063178,-0.047120415,0.09120576,0.08598021,-0.010543446,-0.09365721,-0.1874131,0.058141295
448,4.9555407,-0.32106772,0.06996698,-0.13599965,-0.10462329,-0.016857276,0.06440403,-0.17997119,0.18650919,-0.1511283,-0.21243443,-0.0016173131,0.06933406,-0.06572776,-0.1083843,0.079647906
450,4.88389,-0.44485527,0.086131684,0.04822017,-0.1582374,-0.015805941,0.008338336,-0.13959073,0.24002868,-0.16679253,-0.00049506285,0.103444174,0.064508826,0.05982978,-0.077539176,0.041140195
451,4.9776363,-0.27613205,-0.1879497,0.0728209,-0.2799991,-0.019951569,0.024228789,0.045603104,0.24707916,0.10366559,-0.27887294,0.18242358,-0.115175866,-0.23806721,-0.20061734,-0.12151625
453,4.964427,-0.3739619,0.038167343,-0.009366963,-0.18330929,-0.055791464,0.0004989443,0.030930992,0.23941462,-0.15141967,-0.05303013,0.16851455,-0.13280077,-0.04253383,-0.13943027,0.021513252
454,4.9434853,-0.36259192,0.04918397,-0.04689127,-0.20475538,-0.0908306,0.0486553,0.0010787402,0.2774074,-0.037327074,0.013070467,0.16727152,-0.09032784,-0.062836036,-0.12086691,0.10830199
455,4.9779806,-0.25184426,0.06873795,0.020796422,-0.08348863,-0.048557512,0.10900128,-0.019379104,0.23621677,-0.03870256,-0.06512235,0.084749915,-0.09859024,-0.096531905,-0.17749599,0.12149724
457,4.9307775,-0.32436612,0.05636451,-0.0091478955,-0.10218325,-0.062552586,0.15867239,-0.017097669,0.2720818,-0.00043824824,-0.105226204,0.099117436,-0.16636832,-0.07883358,-0.17755993,0.113159165
458,4.9704394,-0.43346414,-0.11480342,-0.023480712,-0.20215552,-0.13563874,0.17468579,0.04668752,0.29639888,-0.03220893,-0.20385212,0.052611668,-0.063433856,-0.06070214,-0.23968649,0.06945
459,4.894073,-0.528942,0.06620717,-0.042019036,-0.23749341,-0.014321516,-0.041444838,-0.06112408,0.22664651,-0.09873072,-0.17608207,0.018665258,-0.02457604,0.104973376,-0.24298473,-0.036932535
460,4.95595,-0.31599924,-0.031346805,0.00854349,-0.17533928,-0.04109314,0.112233,-0.056321066,0.2944151,0.004364244,-0.19513892,0.26491454,-0.16498856,-0.19288933,-0.15245211,0.10333796
461,4.9170494,-0.40374506,0.097986765,0.0047969986,-0.17463842,-0.0005337139,0.047508147,-0.13280597,0.27855954,-0.1159138,0.002974595,0.12775579,-0.031508796,-0.023233298,-0.085218325,0.0026161098
462,4.875197,-0.42012978,0.13793595,0.056592748,-0.2288703,0.051713273,-0.026994763,0.03983999,0.19626167,-0.020628592,-0.23318139,0.061149545,0.038409427,-0.019526655,-0.15972485,-0.12931253
463,4.9890494,-0.29885703,0.16249703,-0.035817273,-0.09186113,-0.103729084,0.059465162,-0.058790285,0.14343078,0.0020688623,0.06253825,0.11702538,0.12380898,-0.016524909,-0.09136873,0.057732303
464,4.884845,-0.35709745,0.15503412,0.059239205,-0.12452142,0.080789894,-0.036336873,-0.03293795,0.13410726,-0.13417834,0.089803934,0.09554076,0.14236233,-0.05473755,-0.040827267,0.0018621243
465,5.0076227,-0.07227086,0.26794225,0.0023244328,-0.19671766,0.04226797,-0.19044234,0.07298288,-0.10745025,-0.20187949,0.18649901,0.036085185,0.30632985,0.08286644,-0.0843489,-0.07647325
467,4.980303,-0.15705974,0.1513852,-0.0028883526,-0.25584453,0.021043416,-0.30065143,0.08986273,-0.11916155,-0.17576836,0.25760368,0.2516347,0.11531035,0.10845971,0.02235776,-0.15586028
471,4.9533095,-0.31914476,-0.0724444,0.025792504,-0.2703854,0.013955722,-0.1906706,0.091721185,-0.0072562527,-0.19176254,0.15036196,0.12693815,0.15206043,0.17659311,0.010684198,-0.23561072
472,4.9668226,-0.23921336,-0.005628582,0.01283831,-0.28494397,0.030074246,-0.2002121,0.021781463,-0.06339351,-0.33965403,0.14420122,0.17930377,0.025921414,0.13662834,-0.0071915854,-0.21775083
474,4.9597983,-0.2862434,-0.06014592,0.020130385,-0.33210364,0.0082053915,-0.050654925,0.06087167,-0.09885894,-0.3211593,0.053034544,0.21854426,-0.026024645,0.11710562,0.071791485,-0.2157966
475,4.9022536,-0.33731052,0.10530455,0.09010855,-0.22844225,0.060657196,-0.14888138,0.0129919695,0.122059114,-0.25077245,0.04145838,0.20521198,-0.04385596,0.028619055,-0.0953429,-0.191737
476,4.8810225,-0.40489283,0.124186136,0.0657353,-0.24513198,0.015767582,-0.01401519,-0.121501446,0.2680023,-0.17881897,-0.06711545,0.16162175,-0.08113421,-0.010555654,-0.108449645,-0.0368514
478,4.914061,-0.37146226,0.06373928,0.047707118,-0.111745484,0.019353375,-0.13680351,-0.104017995,0.26161623,-0.112472914,-0.09576348,0.17626661,0.0015198574,0.055441275,-0.08205442,-0.0181751
479,4.9366384,-0.26952255,0.044228043,-0.021832846,-0.2622558,0.010124838,-0.075145036,-0.09039548,0.15842278,-0.16874492,-0.009067995,0.13750212,-0.21184069,-0.02800568,-0.058721654,-0.07176193
481,4.9468517,-0.3353271,0.06498228,0.12342096,-0.15763742,0.018811148,-0.04727677,0.08621693,0.060796347,-0.15453109,0.057699867,0.12165163,0.08274102,0.17747566,-0.03567268,-0.119267665
483,5.0207,-0.14366147,0.0985231,0.0420365,-0.12459575,0.013696515,0.096507505,-0.0514907,-0.038565226,-0.11893123,0.18864842,0.056148347,-0.055019077,-0.017518613,-0.19381785,-0.051387865
484,5.0415177,-0.014338452,0.15161604,0.12302605,0.01501087,-0.010875317,0.15332876,-0.07534156,-0.109402806,-0.06905953,0.10341368,-0.21297213,0.008393127,0.07429026,-0.19526684,0.13502596
486,5.0474467,-0.06767716,0.22084196,0.08544644,-0.15112416,0.10253716,0.040004082,0.0069788382,0.060748316,0.054859873,0.32750437,-0.29495537,0.054521114,-0.19557089,-0.38444483,-0.08885191
487,5.0939283,0.122680634,0.034180883,0.023265548,0.007409032,0.03681336,-0.003968931,0.063351594,0.0422729,-0.1379093,0.0999569,-0.15198305,-0.06528958,-0.18003644,-0.28345013,-0.046006046
488,5.0644774,0.038040463,0.25260317,0.067251176,-0.07181071,0.039205104,-0.10385042,0.16195229,0.1164679,0.08929865,0.50925356,-0.21412511,0.08794527,-0.17434192,-0.36280304,-0.14369337
489,4.988001,0.02782349,0.04307256,0.020061536,-0.10424242,0.098346904,-0.13428946,0.11465029,0.065062255,-0.113782465,0.20571578,-0.14634898,-0.09288996,-0.11745573,-0.24647498,-0.057937175
456,4.9437284,-0.33209774,0.07358997,0.002728446,-0.14817525,-0.077748634,0.199044,-0.0093909735,0.35201725,0.021453617,-0.20512274,0.11442841,-0.15776303,-0.097262874,-0.09676293,0.064124264
63,-0.37778914,-0.7129621,-0.039972473,-0.027791971,-0.42458376,-0.45223612,-0.4606934,-0.028225316,0.12822182,-0.17457514,0.34536004,0.34734607,0.056609534,0.12682459,0.6774724,-0.4398093
64,-0.3963691,-0.7548069,-0.07054818,-0.008166244,-0.45955503,-0.4981991,-0.5104999,-0.011645114,0.15095295,-0.16745372,0.4038474,0.3726414,0.04748122,0.16503602,0.74137986,-0.50401634
65,-0.25353256,-0.63510203,-0.022334773,-0.019565346,-0.4077164,-0.45198804,-0.45137438,-0.05499184,0.1669267,-0.13505976,0.34538648,0.32581136,0.041497327,0.1382348,0.6287957,-0.41527244
492,-0.21323633,0.45038974,-0.8103421,-0.6878915,5.3908625,-0.4418119,0.43149427,-0.03007442,-2.5278852,-0.35863462,-0.379639,-0.14221881,-0.18464367,-0.64646757,-0.09005112,-0.51143545
493,-0.15150562,0.33650967,-0.96106124,-0.7637445,5.427699,-0.3279251,0.38631046,-0.09246137,-2.5104363,-0.08963684,-0.46059775,-0.26275608,-0.19931148,-0.85051876,-0.28630346,-0.58089644
494,-0.16409074,0.28506088,-0.97032905,-0.71682674,5.368882,-0.4075636,0.31202805,-0.050283466,-2.421244,-0.024184588,-0.5016976,-0.2685353,-0.26670673,-0.93855786,-0.37016657,-0.5324887
495,-0.15738276,0.31758976,-0.9638403,-0.7164129,5.455692,-0.4662286,0.31363147,-0.091902256,-2.422891,-0.07844312,-0.5326003,-0.28288049,-0.3141114,-0.9264266,-0.36818102,-0.56863797
496,-0.16177167,0.35271677,-0.9286742,-0.70875436,5.40926,-0.44562227,0.3497912,-0.06507277,-2.453524,-0.03797534,-0.5121613,-0.25953633,-0.306237,-0.94572383,-0.3131823,-0.5284106
497,-0.15920594,0.31268755,-0.92171943,-0.71657515,5.386577,-0.44886923,0.38019606,-0.068532966,-2.4802887,0.026565894,-0.52980435,-0.25370598,-0.30201972,-0.9146145,-0.33138007,-0.52357364
498,-0.14872417,0.3058863,-0.9420225,-0.7394165,5.394766,-0.4638889,0.2936402,-0.08957872,-2.4423382,-0.044726606,-0.48490444,-0.26813352,-0.27895334,-0.96624553,-0.3874672,-0.537913
499,-0.15513822,0.36222148,-0.9374063,-0.77846634,5.451836,-0.26369637,0.48579013,-0.04193055,-2.501383,-0.06405434,-0.41253644,-0.108330704,-0.047260348,-0.82634085,-0.22455223,-0.57986945
500,-0.16669329,0.29660183,-0.9171834,-0.7188458,5.5002856,-0.31960666,0.28289872,-0.0100501245,-2.4935803,-0.019998796,-0.35855147,-0.16725928,-0.15550017,-0.8816078,-0.27131647,-0.53613687
501,-0.20952877,0.31271106,-0.9201997,-0.6410756,5.39836,-0.31409234,0.35686573,0.02713156,-2.5637686,-0.0150889475,-0.40412292,-0.05900245,-0.09909249,-0.79661137,-0.2677656,-0.5051445
502,-0.20190251,0.38209334,-0.88502884,-0.7176931,5.4385886,-0.31244746,0.4595931,0.044469,-2.503542,-0.3105889,-0.39078677,-0.14574598,-0.08979606,-0.61242807,-0.14170228,-0.48669067
505,-0.48243374,-0.68181247,0.51207596,0.18837461,-0.1461574,-0.22924452,-0.3326402,-0.40556896,-0.11354369,-0.3054159,-0.0018121591,-0.44055086,0.19653404,-0.08976492,0.44879314,-1.0380234
506,-0.5185297,-0.6980986,0.51653945,0.10576377,-0.18370812,-0.26639572,-0.33448488,-0.43448937,-0.13030946,-0.2931365,0.06310305,-0.45199838,0.19420767,-0.10545273,0.46831074,-1.0056888
507,-0.42175788,-0.62022924,0.42413834,0.1809515,-0.18481697,-0.24058178,-0.2707477,-0.33506235,-0.11676095,-0.27754647,0.004895018,-0.4226216,0.19911982,-0.13817684,0.4254576,-0.9374194
508,-0.37577435,-0.54444146,0.43030506,0.121408656,-0.12904005,-0.2234602,-0.24662183,-0.30188084,-0.11973682,-0.25176963,0.045503322,-0.36451566,0.21231364,-0.12950517,0.42497283,-0.8571529
511,-1.1255925,-1.256867,0.43854785,-0.07445915,0.5940506,0.76179653,-2.5028498,-0.23888852,-1.6912568,0.8141848,-0.6293263,-0.28073213,-0.958526,-2.053116,0.67223215,-0.5983913
512,-0.91820115,-1.5991703,0.45577073,-0.03893147,0.6666819,0.9603348,-2.1067693,-0.8371888,-0.22013065,0.064069204,-1.2344292,-0.49663422,-1.1936442,-0.73443735,0.01668058,-0.8343473
515,-0.38599893,-0.8870207,0.37760332,-0.13673133,-0.032378044,-0.2646085,-1.5556033,-0.8613841,-0.35054538,-0.8966599,0.9331369,-1.2237269,0.271511,-1.439011,-0.064459585,-0.6621469
516,-0.4155297,-1.4160935,0.11868323,-0.27132604,-0.35942966,-0.6400005,-0.9252901,-0.6378928,-0.21370892,-0.34047037,0.5862743,-1.1746523,0.42445537,-1.6333991,0.38597077,-0.73261064
519,-0.886228,-1.305229,-2.3314135,-2.1714323,0.88019145,-1.4308983,1.4938564,0.47640887,3.7274208,-0.14763756,0.12277132,0.13268287,-0.71268183,0.051655836,0.03471133,-1.6685098
520,-0.91664946,-1.1654856,-2.3271055,-2.0831292,0.88301134,-1.4626704,1.4154624,0.47020778,3.64934,-0.14098342,0.18504433,0.13420317,-0.84409523,-0.12792325,0.09107573,-1.6936339
521,-0.9336061,-1.1612221,-2.3718965,-2.0806117,0.8862587,-1.4360325,1.3602464,0.4101853,3.6650646,-0.13192132,0.23567204,0.123977214,-0.84047985,-0.22685054,0.11636734,-1.7588124
522,-0.93200916,-1.305225,-2.267181,-2.1974187,0.8813758,-1.4885201,1.4557607,0.48736843,3.6633418,-0.19115452,0.13467062,0.040147107,-0.69563144,0.059873223,0.09894982,-1.6954013
523,-0.90345407,-1.2237303,-2.3734026,-2.1776752,0.94445163,-1.4856498,1.3824241,0.38290536,3.6469378,-0.1389675,0.21122478,0.1526699,-0.77266914,-0.14984138,0.16265167,-1.7553216
524,-0.9436359,-1.301724,-2.376157,-2.2282383,0.95953393,-1.5022078,1.3446364,0.40838075,3.6197546,-0.2039786,0.22910093,0.16549633,-0.7404121,-0.05908372,0.24839067,-1.6077399
526,-0.91805875,-1.362977,-2.3244245,-2.313942,0.9973497,-1.5539547,1.3112894,0.39068013,3.61288,-0.25163028,0.1593087,-0.02432848,-0.66219413,0.038820073,0.24493279,-1.5971532
527,-0.90691286,-1.4190605,-2.3119366,-2.2663672,0.90457517,-1.536372,1.3783972,0.44304675,3.7182972,-0.2391676,0.16945523,0.056086186,-0.6429442,0.15715398,0.19141811,-1.6511428
528,-0.9283516,-1.2922612,-2.3124394,-2.233686,0.9492503,-1.5235598,1.3649908,0.4415528,3.6952894,-0.15376538,0.19119366,0.14428471,-0.70445776,0.01957893,0.22759904,-1.6171452
529,-0.8705053,-1.2340493,-2.3303173,-2.1624322,0.953887,-1.4837257,1.3768815,0.4478914,3.7170346,-0.23545587,0.120753616,0.06993503,-0.7301187,0.023100914,0.058233377,-1.7385825
532,-0.929199,-0.62857795,-0.46009684,0.87413746,-0.5702162,1.7903501,2.2752624,-0.1349899,1.6555394,-0.30251983,-1.2963887,-0.8371432,2.8422172,1.801396,0.51604575,0.26750854
533,-1.1611879,-0.6623196,-0.418623,0.83589184,-0.8155428,1.654845,2.369759,-0.12506552,1.5088309,-0.41400874,-1.4297765,-0.77368176,2.6842747,1.6255109,0.74316794,0.19052215
534,-0.9456464,-0.5887338,-0.46225762,0.89241457,-0.5778387,1.7447457,2.2826376,-0.076923795,1.5670005,-0.35082927,-1.3688751,-0.8665785,2.8361957,1.7574592,0.50082433,0.2664032
535,-1.1634648,-0.6971715,-0.4311859,0.8072725,-0.79943675,1.661982,2.3511872,-0.121135056,1.5354636,-0.4224332,-1.393902,-0.8076619,2.687977,1.6570501,0.67378366,0.19599569
537,-1.079806,-0.6384936,-0.43420932,0.84709954,-0.7317913,1.693338,2.3631005,-0.13206375,1.5508322,-0.3749193,-1.324184,-0.8853474,2.709504,1.7170322,0.6523558,0.27903748
538,-1.0951084,-0.6480329,-0.40073693,0.8449306,-0.73292124,1.7069322,2.3344274,-0.041219596,1.5712159,-0.45532495,-1.3615588,-0.8293458,2.700196,1.6652472,0.71188164,0.2523507
543,-1.1372718,-0.6337511,-0.4375717,0.8093226,-0.76943606,1.6711084,2.3829563,-0.09956902,1.5320771,-0.44043043,-1.3534126,-0.7696861,2.6811843,1.6283886,0.7157868,0.23128304
540,-1.0523131,-0.65914667,-0.3733392,0.78394574,-0.81478685,1.636307,2.3869426,-0.104811884,1.4474709,-0.41952178,-1.4273999,-0.7347869,2.636966,1.6059976,0.71238023,0.1819414
546,-0.11265057,-2.718959,0.8068239,-0.65364915,-0.07235893,0.3185674,-0.9112343,1.5667217,-1.8614061,-0.58645374,-0.19878753,-2.184023,0.2937958,0.038767796,-0.36224926,0.8382672
547,-0.15177986,-2.5686934,0.78003174,-0.7247224,-0.15624033,0.28379062,-0.9837263,1.5803077,-1.9136051,-0.6704677,-0.23956124,-2.0509682,0.28762665,-0.11753506,-0.22600774,0.8699062
548,-0.09693026,-2.6834464,0.7883307,-0.63045555,-0.11097997,0.31587723,-0.8506027,1.607735,-1.8717821,-0.5116395,-0.13959523,-2.1198227,0.23463757,-0.0076457653,-0.3592408,0.7983779
549,-0.14380938,-2.5287385,0.73000044,-0.77467495,-0.13631205,0.28393394,-1.0293558,1.5124263,-1.9218731,-0.5877993,-0.20235635,-2.090397,0.3028296,-0.15182327,-0.2441807,0.91844356
550,-0.11493795,-2.5749335,0.75960594,-0.7745276,-0.109146595,0.2806478,-0.9735174,1.5641676,-1.914423,-0.6451686,-0.15549894,-2.1176674,0.27930033,-0.09714415,-0.23023096,0.8905937
553,-0.5647763,0.53020537,0.7895625,-0.6990475,-0.5134528,-1.5418307,1.5628945,-0.7892791,-0.21714558,-0.93867904,-0.49955755,3.0868855,0.708183,-1.9581982,2.016008,3.416126
554,-0.5338098,0.5387422,0.5902144,-0.65548986,-0.56546587,-1.5233971,1.646777,-0.87765723,-0.20016435,-0.8902868,-0.5812985,3.130024,0.75100267,-1.8831744,2.1259184,3.3708227
555,-0.5672871,0.5164654,0.8139663,-0.6480983,-0.55755675,-1.4771729,1.54371,-0.8326218,-0.25715,-0.9327537,-0.62527466,3.1915717,0.71890455,-1.9206463,1.9638414,3.4019535
558,-0.5518439,0.55818963,0.76985013,-0.6276778,-0.53164756,-1.5418373,1.6559176,-0.9026352,-0.15649527,-0.80742675,-0.35030833,3.1381238,0.83316135,-1.9264835,2.0207002,3.3757544
559,-0.5730574,0.46152297,0.6480257,-0.6888987,-0.6090112,-1.5051583,1.600271,-0.8934797,-0.3018294,-0.95949274,-0.72286433,3.1651192,0.7136661,-1.9514362,2.1316357,3.3429265
562,-0.53980553,0.4336717,0.7248472,-0.6907252,-0.5022597,-1.5041538,1.5446097,-0.8165612,-0.30489498,-0.929343,-0.7575499,3.1820667,0.665963,-1.9179016,1.9812148,3.4324033
563,-0.5773112,0.5706736,0.7998059,-0.70322454,-0.6266031,-1.4703798,1.5456038,-0.79112285,-0.2495328,-0.8891059,-0.53483504,3.1665022,0.75656414,-1.9564332,1.9616946,3.3886578
566,-0.51314116,0.5830752,0.5935523,-0.6614178,-0.5340828,-1.5110269,1.6464761,-0.9432456,-0.12225362,-0.8934416,-0.59750575,3.103621,0.7753,-1.9198325,2.1770806,3.3676867
570,-0.34072956,-1.647013,0.67000747,-0.54989314,0.49846002,0.48637775,-0.12057307,1.6266516,-0.18484591,-0.5644777,0.6468039,0.33597973,-1.600285,-0.48297885,1.4479889,-1.727185
571,-0.37530568,-1.6030734,0.6929287,-0.49517807,0.54934573,0.365485,-0.06963358,1.6039199,-0.24561134,-0.5053839,0.6046986,0.3883458,-1.5355778,-0.47648978,1.3556617,-1.7485904
572,-0.40042394,-1.5908848,0.74234,-0.55268973,0.5137912,0.43678764,-0.120581545,1.5381243,-0.1910398,-0.5425301,0.5854075,0.38208795,-1.5741754,-0.54581547,1.3536907,-1.6942779
575,-0.5221498,-0.77788234,0.15285446,-0.007954233,-0.14398623,-0.5115973,-0.235821,-0.2821403,-0.2585223,-0.3048332,0.086926326,-0.1205259,0.045595188,-0.044245597,0.41899082,-0.08467091
576,-0.47640637,-0.73650235,0.15058295,0.011057667,-0.12289072,-0.50853246,-0.24636938,-0.29016766,-0.22490376,-0.30347684,0.070573166,-0.14613931,0.051228568,-0.062403563,0.37811986,-0.036554243
577,-0.51024556,-0.7652406,0.1420679,0.0011399931,-0.10788443,-0.5190351,-0.27122802,-0.28712544,-0.24015017,-0.30783835,0.0807763,-0.1616188,0.052989703,-0.058800437,0.39432982,-0.05688977
84,-0.56967294,-0.9581012,0.4889783,-1.0023198,-0.57964593,0.27016467,-0.8927526,-0.18685198,0.23983221,0.10032606,0.646746,-0.17130461,-1.0073634,-0.76927656,0.09104371,0.26540223
85,-1.0047258,-0.92295855,0.32418695,-0.7663483,-0.30206168,0.48878303,-0.19199689,-0.5177096,0.75221395,-0.21016106,0.52985495,-0.32831794,-0.064491436,-0.33693254,1.692295,1.0281609
585,-0.4238372,-2.0981476,1.5804517,-0.9387706,-1.5144117,-0.34504402,0.12385253,0.27911943,-0.76610786,-0.7755147,-0.008432377,-0.09875839,0.6661352,-0.6760253,-0.26207325,-0.27936244
586,-0.3799724,-2.084498,1.5400023,-0.9104673,-1.5357102,-0.37771603,0.07453688,0.25998875,-0.7554094,-0.788756,-0.093432814,-0.10644895,0.64648086,-0.63188803,-0.27550036,-0.23857091
587,-0.41641656,-2.1363091,1.5368817,-0.9464202,-1.5470159,-0.41544557,0.037200697,0.23608692,-0.7290979,-0.7914809,-0.06541229,-0.10115236,0.72397846,-0.58708197,-0.2834646,-0.28003466
595,-1.4266835,-2.0883942,0.745377,0.4857863,-0.13093728,0.07796515,-1.9926862,-0.64385855,0.75552845,0.9456962,0.85701483,0.60088533,-0.35968116,0.76910293,0.28771728,-0.92043173
596,-2.2325304,-1.3788207,0.088993266,-0.19513865,1.1250608,-0.17120788,-2.1180077,-0.28691748,-0.052618705,0.35324368,-0.19700052,0.4417142,-0.3758067,-0.23579638,0.8949259,-0.7497725
599,-0.42876086,-0.80154526,0.0033228043,-0.16140307,0.65498817,0.9867792,-0.4831271,-0.5709915,0.31655565,-0.27565998,0.7678553,0.72449696,-1.4975291,0.75545293,1.4247986,0.30193445
600,-0.39439774,-0.73646766,-0.029032629,-0.039867785,0.6224463,1.0550134,-0.5360465,-0.43008026,0.37600985,-0.28987727,0.6485812,0.732321,-1.4804655,0.6013666,1.4823476,0.37159267
601,-0.38102803,-0.8576348,0.019107569,-0.24722567,0.70447916,1.0470799,-0.45014545,-0.4660292,0.39240584,-0.23779687,0.79673976,0.7261612,-1.4919598,0.83533865,1.4354005,0.33610675
602,-0.38751954,-0.7250924,-0.034207247,-0.0141078895,0.60583776,1.0236444,-0.5050289,-0.3948324,0.3926217,-0.2123811,0.6100763,0.70505834,-1.4098836,0.53532183,1.4330927,0.31940326
603,-0.36066288,-0.84362954,0.022993572,-0.22250423,0.7183974,1.042247,-0.4343383,-0.5264661,0.36154205,-0.24813154,0.7834435,0.733478,-1.4992266,0.83914506,1.477782,0.27064472
606,-0.6083124,2.3132536,4.4337363,-1.7958444,1.0499288,1.0234286,-0.20933236,1.0083141,1.2016279,-0.14418054,-0.89496815,-0.8099032,-0.3254575,0.41563168,-0.1191771,0.084493615
607,-0.57908064,2.1846066,4.5812078,-1.7219952,1.2796339,0.9552056,-0.3322042,1.1721584,1.2271575,-0.3250319,-0.9520268,-0.7255644,-0.31985784,0.5633369,-0.08361279,0.30598953
608,-0.6274551,2.1304412,4.5293226,-1.6429981,1.2369223,0.99462,-0.2324161,1.1810701,1.3513571,-0.117600776,-0.98151183,-0.85136986,-0.3422831,0.41602504,-0.042249087,0.26492196
609,-0.5153735,2.2748213,4.4488587,-1.7900649,1.1155374,0.89380723,-0.25876832,1.0304443,1.2799009,-0.08678128,-0.7902793,-0.8332605,-0.39964586,0.45465553,-0.011200885,0.22379415
611,-0.5534158,2.267481,4.441781,-1.7667823,1.1560425,0.89735025,-0.19017884,1.0289211,1.3372604,-0.12593329,-0.87330633,-0.8332831,-0.41024384,0.39675388,0.014097538,0.21122393
612,-0.6014423,2.3199215,4.4972925,-1.712522,1.2014353,1.0613691,-0.19724753,1.1102045,1.336313,-0.09808619,-0.8892518,-0.800893,-0.34850252,0.30382693,-0.052276634,0.21080585
615,-0.56251156,2.4151344,4.490359,-1.8038859,1.1333872,0.97049654,-0.3620787,0.95205784,1.1686643,-0.19354816,-0.8938269,-0.8182074,-0.3100993,0.31927714,-0.13850312,0.110436
616,-0.592253,2.3276842,4.427759,-1.8097229,0.99720055,0.9810617,-0.2656836,1.014354,1.2498889,-0.2325866,-0.9605703,-0.84982616,-0.36372936,0.33241192,-0.019118452,0.1466847
618,-0.49622503,2.478909,4.4985275,-1.7066026,1.1078926,0.9515844,-0.2830737,1.1138263,1.3164555,-0.117879234,-0.85284775,-0.9073022,-0.39462084,0.24471278,0.006465825,0.18576302
